,,Langfristiger Kredit,,,,,,,
,,,,Nein führen die nicht,,,,,
,,,Umlage 1 und Umlage 2,,,Umlageverfahren für Unternehmer mit bis zu 30 Angestellten,,,
,,,Lohnfortzahlung im Krankheitsfalle,,,,,,
,,,,,,Lohnfortzahlung bei Schwangerschaften,,,
,Richtiger Reifendruck,,richtige spureinstellung,,schonende Fahrweise,,,,
,,An der Eichplakette,,,,,,,
,,,,—Nachrangige Bewerbung,,—Eintragung im Gewerbezentralregister,wenn er in den letzten acht Jahren Unternehmen verkauft hat,,
,Das Kfz Steuer,,,,,,,,
,,,,Das Kassenbuch,,,,,
,,,,,Schäden die gegen den Betrieb gelten gemacht werden,,,,
,,,Je nach Bilateralen Abkommen,,,,,,
,,,,,,Bestandskonto,,,
,,Nein bin ich nicht,,,,,,,
,,,,,,Bei einer Arbeitszeit von mehr als 8 Stunden und ist 2 Jahre aufzubewahren,,,
,,,,,Die Taxizentrale weil sie hat ihre vertraglichen Pflichten nicht eingehalten,,,,
,,,Je nach erbrachter Leistung mit 7 % oder 19 %,,,,,,
,,,,,,,,Zwei Türen—rechter Außenspiegel,
,,,,Hinterlegung von Sicherheiten zur Absicherung von Darlehen Krediten zum Beispiel Zulassungsbescheinigung Teil 2 bei Autofinanzierung - verwendet für Darlehen Kredite,,,,,
,,,—Kürzere Kündigungsfristen,,—Kündigung ohne Angaben von Gründen möglich,,,,
,,—Taxitarifordnung,,,,,,,
,,,Anschnallpflicht,,—Kindersitze für alle Kinder,,,,
,,Bei Unfall oder Panne,,,,,,,
,,,,,Bei Straßenverkehrsordnung STVO,,,,
,,,1 Euro,,,,,,
,,,,,,Eine Mietwagenkonzession,,,
,,,Eine Außerordentliche Hauptuntersuchung —Kfz muss anders versichert werden,,—Untersuchung der BOkraft,,—Genehmigungsurkunde,,
,Zum Eichamt fahren und Eichen lassen,,,,,,,,
,,,,rst beim nächsten Termin zum Eichamt fahren,,,,,
,,,,,Bei ordnungsmäßigen Einbau,,,,
,,—Entwertung Wertverlust,,Kilometer unabhängiges kosten,,,,,
,Kilometer abhängige Kosten Abnutzung,,,,,,,,
,,,,—Unübersichtlich,,—keinen Überblick über die Vorgänge auf dem Konto,,,
,,,Mit der Vorlage eine Kostenkalkulation bei Ihrer Bank,,,,,,
,,,,,Ermittlung der Zahllast und Traglast 182182,,,,
,Mit der Vorlage einer Kontokalkulation bei Ihrer Bank,,,,,,,,
,,,,Ermittlung der Zahllast und Traglast,,,,,
,,"Anlegen und führen von Lohnkosten, Lohnbuch",,,,,,,
,,,,,,"Fahrdienst bis Ende 3. Schwangerschaftsmonat, dann nur leichte Bürotätigkeiten bis 6 Wochen vor Geburt und 8 Wochen nach Geburt darfst sie wieder arbeiten",,,
,,,,"Gesetzliche Feiertage, Zuschlag 2 Euro Stunde Mindestens 15 Sonntage im Jahr frei Zu jedem Arbeitssonntag einen Ersatzruhetag innerhalb der nächsten 14 Tage",,,,,
,,"Lohnfortzahlung im Urlaub, Berechnung analog wie im Krankheitsfall aber ohne Ausgleichskasse",,,,,,,
,,,,,,Wenn die Umschaltgeschwindigkeit unterschritten wird,,,
,"9 ,8 für Fahrgäste und plus Fahrer",,,,,,,,
,,,,Europäische Autobahn,,,,,
,,,,,,BOKraft,,,
,,,Luftfilter,Vergasung,Einspritzanlage,Zündung,,,
,Abschreibung von jeweiligen Buchwert mit gleich bleibendem oder fallendem Prozentsatz,,,,,,,,
,,,,Abschreibung auf Fuhrpark,,,,,
,,,,,BG Verkehr,,,,
,Taxi verbände,,IHK,Gemeindebehörde,,Gewerbeaufsicht,Gewerkschaft,,
,,,Wenn Tarifvertrag im Arbeitsvertrag für gültig erklärt wird,,,,,,
,Ab 20 anrechenbaren Arbeitnehmer müssen 5 % der Beschäftigten schwer behindert sein sonst muss der Unternehmer Ausgleichabgabe bezahlen,,,,,,,,
,,Für Arbeitnehmer: Arbeits und Treuepflicht vernünftige Umsätze Zeit pflegliche Behandlung des Betriebseigentum,,,"Für Arbeitgeber: Fürsorgepflicht Entlohnung, soziale Absicherung Schutz für Unfälle durch Wartungen und Schutz vor Krankheiten",,,,
,Eine schriftliche Zahlungsversprechen Die in bestimmten Zeitraum gezahlt werden muss,,,,,,,,
,,,,Barscheck: bei der Bank auszahlen lassen,,Verrechnungsscheck: kann nur auf Konto gutgeschrieben werden,,,
,Kontokorrentkredit: Dispo Kredit bis maximal 30.000 € möglich,,,,,Anschaffungsdarlehen: feste Zinsen für gesamt Laufzeit,,,
,,Klasse 0: 0-9 kg—Klasse 1:9-18 Kg,,,,Klasse 2:18-36 Kg—Klasse3: 36 Kg,,,
,,,"Rente Versicherung: 18,6 % Krankenversicherung: 14,6 % Arbeitslosenversicherung: 2,4% Pflegeversicherung: 3,05 % Unfallversicherung nach Umlaufverfahren 100 % von AG an BG Verkehr",,,,,,
,,"Krankenversicherung und Pflegeversicherung 3712,50 €",,,Rentenversicherung und Arbeitslosenversicherung 5500 €,,,,
,,,,Fahrstill—höflich sein—hilfsbereit sein,,,,,
,,,,,,50 Arbeitstage im Jahr (keine Haupttätigkeit erlaubt) Arbeitgeber hat keine Ausgaben wie Rentenversicherung Krankenversicherung oder Pauschalsteuer,,,
,,,Aufbewahrungspflicht,Rückkehrpflicht,Aufzeichnungspflicht,,,,
,Korrektes Fahrtziel nennen,,Bezahlung des Fahrpreises nach Fahrt Ende,ordentliches Verhalten,,,,,
,,Betriebspflicht,,Beförderungspflicht,,Tarifpflicht,,,
,,,Postalische Adresse in der genehmigenden Gemeinde (Büro),,,,,,
,,,,,Damit die Funktionsfähigkeit des örtlichen Taxigewerbe ich nicht bedroht wird,,,,
,,,"Nachfrage nach Beförderungsaufträgen, Taxi Dichte",,,,,,
,,"Beförderungspflicht besteht nicht, wenn Sicherheit und Ordnung des Betriebes nicht gewährleistet ist",,Beförderungsvertrag entsteht wenn die Zeit festgelegt wird,,Beförderungsvertrag wir zwischen Unternehmen und Kunden abgeschlossen,,,
,,,Taxi Verkehr,Mietwagen Verkehr,,Ausflug Fahrten,Ferienziel reisen,,
,Umfang der Betriebspflicht,Ordnung von Taxiständen,Fahr und Funkbetrieb,Bereithalten von Taxen in Sonderfällen,Kranken und Beförderungsfahrten,Annahme und Ausführung von Fahraufträgen,,,
,BOKraft— (Betriebsordnung der Kraftfahrzeug,FOV— (Freistellungsverordnung),TTO— (taxi Tarif Ordnung),TO— (Taxi Ordnung),PBZugV — (Berufszugangs Ordnung,,,,
,,,,,Straftaten - Bußgelder auf 60 € - Fahrverbote - Entzug der vor Erlaubnis,,,,
,,,3 Monate,,,,,,
,,,,,"Vorkommnisse, die ein öffentliches Aufsehen erregen; Unfälle, bei denen ein Mensch getötet oder schwer verletzt wurde; Betriebsstörungen durch z.B. Streiks, Funkausfall etc",,,,
,,Fahrgast muss informiert werden dass die restliche Strecke pro Kilometer ausgerecht wird und Unternehmer muss auch informiert werden,,,,,,,
,,,,,"Nein, nur im Fußraum oder in einem geeigneten Transportbehälter",,,,
,,,"Sachschäden: ja, über 1000 € Personenschäden: nein",,,,,,
,,,,Die Aufträge müssen an seinen Betriebssitz oder in seine Wohnung eingehen,,,,,
,,,Untere Verkehrsbehörde,,,,,,
,,,,,,"STVZO , BOKraft, Personenbeförderungsgesetz Taxitarifordnung und Taxi Ordnung",,,
,,,,"bei Finanzierung der Verkäufer bleibt so lange Eigentümer verkaufter Sache, bis der Käufer diese vollständig bezahlt hat.",,,,,
,Finanzierung,,,,,,,,
,,,Polizeiliche Führungszeugnis,,Unbedenklichkeit von Finanzamt und Kranken Kasse und Stadtkämmerer und BG,Eigenkapital - bzw. Rücklagennachweis,,,
,"des Landes (LVA), die Bundesversicherungsanstalt für Angestellte.",,,,,,,,
,,,Abgeld von der Kreditsumme. Der Kreditbetrag wird um das Disagio gekürzt ausbezahlt,,,,,,
,Führerschein,Personalausweis,Internationale,Grüne Karte,Fahrzeugbrief,Fahrzeugschein,,,
,,,Einreise Kontrolle,,,,,,
,,Erweiterung des Unternehmens,,,,,,,
,Fahrerlaubnis zur Fahrgast Beförderung,Fahrzeugschein - Personal Ausweis,,,"Fahrpreisliste, geltende Taxi- und Tarifverordnung",,,,
,,Umsatzsteuer,,,,,,,
,,,Vorsteuer,,,,,,
,,Funkgeräte benutzen und Kilometer sparen - mit GPS fahren,,"210 × 0,67 = 140,70 € ist Geld Verlust",,,,,
,,,,"104 × 4 = 416 416 ÷ 65000 = 0,0064 0,0064 × 100= 0,64 Cent pro Km",,,,,
,Die Entwicklung der Ertrags- und Kostenlage der Unternehmen unter Einbeziehung der Einsatzzeit,Die Taxendichte,Die Nachfrage nach Beförderungsauftragen im Taxiverkehr,,,Die Anzahl und Ursachen der Geschäftsaufgaben.,,,
,19%,, Transport ohne Fahrgast hat 19% Steuersatz,,,,,,
,,Bundes Knappschaft,,,,,,,
